OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,Discount,Revenue
16646,2023-07-14,South,Electronics,Laptop,3,496.76,0.1,1341.25
16647,2023-07-14,West,Furniture,Bookshelf,2,216.4,0.05,411.15
16648,2023-07-14,South,Grocery,Milk,5,5.14,0.1,23.15
16649,2023-07-14,West,Furniture,Table,5,236.1,0.05,1121.47
16650,2023-07-14,West,Clothing,Dress,1,34.73,0.05,32.99
16651,2023-07-14,West,Grocery,Milk,2,4.44,0.05,8.43
16652,2023-07-14,West,Clothing,Jacket,5,34.66,0.05,164.63
16653,2023-07-14,West,Furniture,Table,5,191.01,0.1,859.53
16654,2023-07-14,North,Grocery,Rice,1,4.48,0.05,4.26
16655,2023-07-14,West,Grocery,Rice,4,5.8,0.1,20.89
16656,2023-07-14,South,Grocery,Rice,1,4.08,0.15,3.47
16657,2023-07-14,North,Clothing,Jacket,2,45.73,0.15,77.73
16658,2023-07-14,South,Furniture,Bookshelf,1,195.37,0.0,195.37
16659,2023-07-14,South,Electronics,Headphones,3,583.17,0.1,1574.56
16660,2023-07-14,West,Grocery,Rice,2,4.94,0.15,8.4
16661,2023-07-14,South,Electronics,Smartphone,3,594.48,0.0,1783.44
16662,2023-07-14,South,Clothing,Dress,3,47.89,0.15,122.12
16663,2023-07-14,West,Clothing,Jeans,4,37.87,0.1,136.32
16664,2023-07-14,South,Electronics,Headphones,3,567.2,0.15,1446.37
16665,2023-07-14,South,Clothing,T-Shirt,3,47.89,0.0,143.66
16666,2023-07-14,South,Furniture,Bookshelf,2,193.82,0.0,387.64
16667,2023-07-14,North,Grocery,Milk,2,4.93,0.0,9.86
16668,2023-07-15,East,Electronics,Laptop,5,505.1,0.0,2525.51
16669,2023-07-15,South,Grocery,Rice,3,4.61,0.15,11.76
16670,2023-07-15,North,Grocery,Eggs,4,4.62,0.0,18.49
16671,2023-07-15,West,Furniture,Chair,4,185.48,0.15,630.64
16672,2023-07-15,South,Electronics,Headphones,1,492.02,0.1,442.82
16673,2023-07-15,East,Electronics,Headphones,1,425.72,0.15,361.86
16674,2023-07-15,East,Furniture,Bookshelf,5,160.96,0.15,684.08
16675,2023-07-15,North,Electronics,Tablet,3,560.07,0.1,1512.18
16676,2023-07-15,South,Electronics,Tablet,5,592.38,0.15,2517.63
16677,2023-07-15,West,Electronics,Laptop,1,412.53,0.15,350.65
16678,2023-07-15,West,Clothing,Dress,1,44.97,0.05,42.73
16679,2023-07-15,South,Clothing,Dress,2,43.23,0.1,77.81
16680,2023-07-15,East,Grocery,Rice,1,4.89,0.05,4.65
16681,2023-07-15,East,Furniture,Table,4,182.88,0.05,694.95
16682,2023-07-15,North,Furniture,Table,1,231.45,0.0,231.45
16683,2023-07-15,East,Clothing,T-Shirt,3,41.69,0.1,112.57
16684,2023-07-15,North,Clothing,Dress,4,34.94,0.0,139.76
16685,2023-07-15,East,Electronics,Laptop,5,500.04,0.05,2375.21
16686,2023-07-15,North,Electronics,Tablet,3,530.98,0.15,1353.99
16687,2023-07-15,East,Electronics,Headphones,2,455.15,0.0,910.29
16688,2023-07-16,North,Clothing,Jeans,5,36.03,0.1,162.15
16689,2023-07-16,South,Grocery,Rice,2,5.01,0.15,8.52
16690,2023-07-16,North,Clothing,Jeans,3,37.18,0.1,100.4
16691,2023-07-16,East,Grocery,Rice,3,5.63,0.0,16.88
16692,2023-07-16,East,Clothing,Jeans,3,37.28,0.1,100.65
16693,2023-07-16,South,Electronics,Tablet,1,473.56,0.15,402.52
16694,2023-07-16,South,Clothing,Jacket,1,37.75,0.05,35.87
16695,2023-07-16,West,Electronics,Headphones,2,597.11,0.05,1134.51
16696,2023-07-16,East,Electronics,Laptop,2,599.63,0.15,1019.36
16697,2023-07-16,East,Clothing,Jeans,5,44.12,0.15,187.5
16698,2023-07-16,South,Grocery,Rice,1,4.23,0.1,3.81
16699,2023-07-16,East,Grocery,Milk,5,5.43,0.15,23.08
16700,2023-07-16,East,Clothing,Jacket,4,39.19,0.1,141.09
16701,2023-07-16,South,Electronics,Laptop,4,410.56,0.1,1478.03
16702,2023-07-16,East,Grocery,Bread,5,5.81,0.0,29.07
16703,2023-07-16,West,Clothing,Dress,3,46.73,0.1,126.17
16704,2023-07-16,North,Electronics,Laptop,4,595.3,0.05,2262.12
16705,2023-07-16,East,Electronics,Smartphone,2,403.81,0.15,686.47
16706,2023-07-16,East,Electronics,Smartphone,3,455.84,0.15,1162.39
16707,2023-07-16,West,Furniture,Table,5,203.71,0.05,967.6
16708,2023-07-16,West,Furniture,Chair,5,171.72,0.1,772.76
16709,2023-07-16,West,Grocery,Rice,1,5.48,0.15,4.66
16710,2023-07-16,East,Furniture,Sofa,4,195.52,0.15,664.77
16711,2023-07-16,South,Grocery,Eggs,4,4.94,0.1,17.8
16712,2023-07-16,South,Grocery,Rice,3,4.28,0.0,12.84
16713,2023-07-16,West,Grocery,Bread,5,4.58,0.0,22.92
16714,2023-07-16,East,Clothing,Dress,3,47.04,0.1,127.0
16715,2023-07-16,West,Furniture,Bookshelf,2,219.99,0.1,395.97
16716,2023-07-16,South,Clothing,Jacket,4,46.12,0.05,175.26
16717,2023-07-16,West,Clothing,Jeans,1,40.29,0.15,34.24
16718,2023-07-16,East,Clothing,Dress,5,41.94,0.05,199.2
16719,2023-07-16,East,Grocery,Milk,5,5.41,0.0,27.03
16720,2023-07-16,West,Electronics,Laptop,3,493.33,0.05,1406.0
16721,2023-07-16,West,Electronics,Headphones,5,537.26,0.1,2417.67
16722,2023-07-16,South,Grocery,Eggs,4,4.46,0.0,17.84
16723,2023-07-16,East,Electronics,Headphones,5,598.11,0.15,2541.98
16724,2023-07-16,West,Electronics,Smartphone,2,457.49,0.1,823.48
16725,2023-07-16,South,Grocery,Eggs,3,5.99,0.1,16.16
16726,2023-07-16,South,Furniture,Sofa,2,228.45,0.0,456.9
16727,2023-07-16,East,Clothing,T-Shirt,5,42.79,0.1,192.57
16728,2023-07-16,West,Clothing,Jacket,3,40.58,0.1,109.57
16729,2023-07-16,South,Clothing,T-Shirt,3,43.54,0.0,130.61
16730,2023-07-16,East,Clothing,T-Shirt,3,38.27,0.15,97.58
16731,2023-07-16,South,Clothing,Dress,5,35.73,0.1,160.77
16732,2023-07-16,North,Electronics,Smartphone,2,584.01,0.05,1109.62
16733,2023-07-17,North,Grocery,Eggs,2,5.74,0.05,10.9
16734,2023-07-17,West,Furniture,Table,4,164.01,0.15,557.63
16735,2023-07-17,West,Clothing,Jeans,5,41.13,0.0,205.66
16736,2023-07-17,North,Electronics,Laptop,3,436.28,0.0,1308.83
16737,2023-07-17,North,Clothing,Jeans,4,42.1,0.0,168.4
16738,2023-07-17,East,Electronics,Headphones,4,469.7,0.15,1596.97
16739,2023-07-17,West,Clothing,Jeans,3,41.88,0.05,119.35
16740,2023-07-17,West,Electronics,Laptop,3,415.89,0.05,1185.28
16741,2023-07-17,South,Grocery,Eggs,4,4.23,0.0,16.9
16742,2023-07-17,East,Grocery,Bread,1,4.36,0.05,4.14
16743,2023-07-17,South,Furniture,Bookshelf,2,174.09,0.05,330.77
16744,2023-07-17,East,Clothing,Jeans,2,39.48,0.0,78.96
16745,2023-07-17,East,Furniture,Sofa,2,225.32,0.1,405.58
16746,2023-07-17,East,Clothing,Dress,5,38.29,0.15,162.73
16747,2023-07-17,South,Clothing,Dress,2,38.2,0.05,72.58
16748,2023-07-17,South,Electronics,Tablet,5,513.24,0.15,2181.26
16749,2023-07-17,West,Clothing,Jacket,1,32.45,0.05,30.83
16750,2023-07-17,South,Furniture,Chair,4,189.79,0.15,645.29
16751,2023-07-17,South,Electronics,Laptop,2,589.56,0.15,1002.25
16752,2023-07-17,North,Grocery,Rice,2,5.92,0.05,11.24
16753,2023-07-17,West,Clothing,Jacket,1,39.96,0.1,35.97
16754,2023-07-17,North,Furniture,Chair,5,216.53,0.05,1028.54
16755,2023-07-18,North,Furniture,Chair,3,215.69,0.05,614.71
16756,2023-07-18,West,Electronics,Tablet,4,429.53,0.1,1546.3
16757,2023-07-18,North,Grocery,Bread,3,5.76,0.0,17.29
16758,2023-07-18,South,Grocery,Eggs,2,5.36,0.0,10.72
16759,2023-07-18,East,Electronics,Smartphone,4,584.77,0.15,1988.21
16760,2023-07-18,North,Grocery,Milk,3,5.39,0.05,15.37
16761,2023-07-18,East,Furniture,Table,2,177.62,0.05,337.48
16762,2023-07-18,South,Grocery,Rice,1,4.41,0.1,3.97
16763,2023-07-18,West,Clothing,T-Shirt,2,32.15,0.15,54.66
16764,2023-07-18,South,Furniture,Table,1,195.82,0.05,186.03
16765,2023-07-18,East,Furniture,Bookshelf,2,228.22,0.0,456.45
16766,2023-07-18,West,Furniture,Table,4,221.32,0.05,841.0
16767,2023-07-18,West,Electronics,Laptop,1,450.77,0.1,405.69
16768,2023-07-18,North,Grocery,Rice,1,4.82,0.05,4.58
16769,2023-07-18,North,Electronics,Smartphone,4,478.88,0.15,1628.18
16770,2023-07-18,South,Grocery,Eggs,3,5.31,0.0,15.92
16771,2023-07-18,North,Furniture,Sofa,2,179.56,0.1,323.21
16772,2023-07-18,North,Clothing,T-Shirt,3,47.96,0.1,129.51
16773,2023-07-18,South,Grocery,Milk,4,4.97,0.05,18.89
16774,2023-07-18,East,Electronics,Laptop,3,407.35,0.05,1160.94
16775,2023-07-18,East,Furniture,Table,4,202.44,0.05,769.28
16776,2023-07-18,East,Clothing,Jeans,3,43.82,0.15,111.75
16777,2023-07-18,West,Grocery,Bread,5,5.33,0.1,23.98
16778,2023-07-18,South,Clothing,T-Shirt,4,35.87,0.0,143.5
16779,2023-07-18,East,Electronics,Headphones,4,506.29,0.15,1721.38
16780,2023-07-18,East,Grocery,Milk,1,5.78,0.05,5.49
16781,2023-07-18,South,Electronics,Laptop,4,429.13,0.0,1716.53
16782,2023-07-18,South,Furniture,Table,5,194.11,0.1,873.48
16783,2023-07-18,North,Grocery,Eggs,5,5.65,0.05,26.82
16784,2023-07-18,East,Furniture,Table,3,224.15,0.15,571.58
16785,2023-07-18,South,Furniture,Chair,4,237.04,0.1,853.34
16786,2023-07-18,East,Electronics,Smartphone,1,599.68,0.15,509.73
16787,2023-07-18,South,Furniture,Sofa,1,178.73,0.15,151.92
16788,2023-07-18,West,Furniture,Sofa,2,165.93,0.05,315.26
16789,2023-07-18,West,Grocery,Rice,1,5.98,0.05,5.68
16790,2023-07-18,West,Grocery,Bread,4,5.22,0.0,20.86
16791,2023-07-18,North,Grocery,Bread,4,4.6,0.1,16.57
16792,2023-07-18,East,Clothing,Jeans,4,45.94,0.1,165.4
16793,2023-07-18,West,Electronics,Smartphone,3,577.76,0.15,1473.28
16794,2023-07-19,East,Clothing,Jacket,1,38.81,0.1,34.93
16795,2023-07-19,West,Electronics,Headphones,2,468.1,0.15,795.77
16796,2023-07-19,North,Clothing,Dress,4,38.22,0.1,137.59
16797,2023-07-19,East,Clothing,Jacket,4,41.37,0.05,157.21
16798,2023-07-19,East,Electronics,Smartphone,5,411.52,0.05,1954.74
16799,2023-07-19,South,Furniture,Bookshelf,4,161.05,0.05,611.99
16800,2023-07-19,East,Clothing,Jeans,4,45.07,0.1,162.24
16801,2023-07-19,North,Grocery,Rice,5,6.0,0.0,29.98
16802,2023-07-19,East,Grocery,Rice,4,5.18,0.1,18.63
16803,2023-07-19,West,Clothing,Jeans,2,47.42,0.1,85.36
16804,2023-07-19,West,Electronics,Tablet,5,546.73,0.0,2733.66
16805,2023-07-19,North,Clothing,T-Shirt,3,37.69,0.15,96.1
16806,2023-07-19,West,Grocery,Eggs,3,5.92,0.05,16.86
16807,2023-07-19,West,Electronics,Headphones,2,550.99,0.0,1101.98
16808,2023-07-19,West,Clothing,Jeans,3,39.68,0.15,101.17
16809,2023-07-19,West,Electronics,Headphones,1,556.29,0.15,472.85
16810,2023-07-19,East,Furniture,Sofa,4,164.96,0.1,593.85
16811,2023-07-19,South,Furniture,Sofa,2,171.6,0.15,291.72
16812,2023-07-19,East,Grocery,Rice,1,4.43,0.05,4.21
16813,2023-07-19,South,Grocery,Rice,5,4.31,0.1,19.42
16814,2023-07-19,South,Clothing,Jacket,4,41.9,0.15,142.47
16815,2023-07-19,North,Grocery,Rice,2,4.44,0.15,7.54
16816,2023-07-19,East,Furniture,Table,1,208.97,0.05,198.52
16817,2023-07-19,East,Electronics,Smartphone,5,478.04,0.0,2390.21
16818,2023-07-19,South,Clothing,Dress,1,36.09,0.05,34.28
16819,2023-07-19,East,Furniture,Bookshelf,4,170.82,0.05,649.11
16820,2023-07-19,North,Grocery,Rice,2,5.25,0.15,8.93
16821,2023-07-19,West,Grocery,Bread,1,5.82,0.0,5.82
16822,2023-07-19,South,Electronics,Tablet,5,436.4,0.0,2182.0
16823,2023-07-19,South,Furniture,Chair,3,187.83,0.0,563.49
16824,2023-07-19,East,Clothing,Jeans,5,32.15,0.05,152.69
16825,2023-07-19,East,Clothing,T-Shirt,3,34.35,0.1,92.75
16826,2023-07-19,West,Grocery,Bread,1,5.25,0.1,4.72
16827,2023-07-19,North,Furniture,Chair,1,234.08,0.05,222.38
16828,2023-07-19,East,Furniture,Chair,1,162.43,0.1,146.19
16829,2023-07-19,West,Furniture,Table,5,167.16,0.15,710.44
16830,2023-07-19,North,Furniture,Table,3,167.95,0.15,428.28
16831,2023-07-19,South,Clothing,T-Shirt,2,40.18,0.15,68.31
16832,2023-07-19,West,Furniture,Bookshelf,2,236.53,0.0,473.05
16833,2023-07-19,North,Clothing,Dress,5,33.95,0.0,169.76
16834,2023-07-19,East,Grocery,Milk,3,4.65,0.1,12.56
16835,2023-07-19,South,Furniture,Bookshelf,3,203.54,0.05,580.09
16836,2023-07-19,East,Furniture,Bookshelf,5,220.56,0.0,1102.78
16837,2023-07-19,East,Clothing,Jeans,5,46.83,0.1,210.72
16838,2023-07-19,North,Grocery,Eggs,2,4.12,0.0,8.23
16839,2023-07-19,East,Grocery,Milk,3,5.29,0.0,15.86
16840,2023-07-19,West,Furniture,Bookshelf,3,170.3,0.15,434.26
16841,2023-07-19,North,Clothing,T-Shirt,4,35.78,0.15,121.65
16842,2023-07-19,North,Electronics,Tablet,4,467.95,0.15,1591.02
16843,2023-07-19,East,Grocery,Rice,4,4.64,0.0,18.58
16844,2023-07-20,East,Furniture,Sofa,4,217.11,0.0,868.44
16845,2023-07-20,South,Clothing,Jacket,3,44.15,0.05,125.82
16846,2023-07-20,East,Furniture,Table,5,178.98,0.1,805.4
16847,2023-07-20,North,Electronics,Headphones,4,479.04,0.05,1820.34
16848,2023-07-20,West,Furniture,Sofa,1,173.34,0.1,156.01
16849,2023-07-20,South,Grocery,Eggs,1,5.79,0.1,5.21
16850,2023-07-20,North,Clothing,Dress,4,40.71,0.05,154.69
16851,2023-07-20,West,Grocery,Eggs,5,5.85,0.15,24.86
16852,2023-07-20,South,Clothing,T-Shirt,5,36.66,0.0,183.28
16853,2023-07-20,East,Electronics,Laptop,3,483.82,0.05,1378.88
16854,2023-07-20,West,Clothing,Dress,3,43.34,0.1,117.03
16855,2023-07-20,West,Clothing,Jeans,5,38.84,0.15,165.09
16856,2023-07-20,South,Electronics,Headphones,5,546.28,0.0,2731.42
16857,2023-07-20,East,Electronics,Tablet,5,574.24,0.05,2727.66
16858,2023-07-20,East,Grocery,Eggs,3,5.59,0.0,16.76
16859,2023-07-20,East,Electronics,Tablet,2,458.81,0.15,779.98
16860,2023-07-20,South,Electronics,Laptop,3,584.27,0.0,1752.8
16861,2023-07-20,South,Grocery,Eggs,3,5.5,0.0,16.51
16862,2023-07-20,West,Grocery,Bread,2,4.7,0.0,9.4
16863,2023-07-20,South,Clothing,Dress,5,46.95,0.1,211.27
16864,2023-07-20,South,Clothing,T-Shirt,4,44.75,0.05,170.06
16865,2023-07-20,South,Clothing,Dress,2,39.98,0.05,75.96
16866,2023-07-20,West,Grocery,Milk,3,4.34,0.15,11.08
16867,2023-07-20,East,Furniture,Table,1,167.73,0.15,142.57
16868,2023-07-20,North,Clothing,Jacket,1,41.16,0.1,37.04
16869,2023-07-20,South,Grocery,Rice,3,5.7,0.05,16.23
16870,2023-07-20,South,Electronics,Tablet,4,577.15,0.05,2193.15
16871,2023-07-20,North,Grocery,Milk,4,5.87,0.15,19.95
16872,2023-07-20,East,Grocery,Eggs,2,4.22,0.05,8.02
16873,2023-07-20,West,Clothing,T-Shirt,1,39.65,0.1,35.69
16874,2023-07-20,West,Furniture,Chair,1,213.88,0.1,192.49
16875,2023-07-20,South,Furniture,Chair,5,188.42,0.1,847.88
16876,2023-07-20,North,Clothing,Dress,2,38.26,0.15,65.04
16877,2023-07-20,East,Electronics,Smartphone,2,468.17,0.05,889.52
16878,2023-07-20,West,Grocery,Bread,1,4.54,0.05,4.32
16879,2023-07-20,North,Furniture,Bookshelf,4,171.66,0.1,617.99
16880,2023-07-20,East,Grocery,Bread,1,4.24,0.0,4.24
16881,2023-07-20,North,Grocery,Eggs,5,5.7,0.0,28.52
16882,2023-07-20,North,Furniture,Bookshelf,4,194.45,0.15,661.14
16883,2023-07-20,North,Furniture,Table,2,182.44,0.15,310.15
16884,2023-07-20,South,Grocery,Rice,1,4.48,0.0,4.48
16885,2023-07-20,West,Electronics,Laptop,3,400.24,0.0,1200.71
16886,2023-07-21,North,Electronics,Smartphone,1,478.09,0.1,430.28
16887,2023-07-21,East,Grocery,Eggs,5,4.04,0.1,18.17
16888,2023-07-21,North,Furniture,Bookshelf,1,169.71,0.15,144.26
16889,2023-07-21,East,Furniture,Table,1,201.31,0.05,191.25
16890,2023-07-21,North,Furniture,Table,4,208.15,0.15,707.7
16891,2023-07-21,North,Grocery,Rice,4,4.8,0.05,18.26
16892,2023-07-21,North,Grocery,Milk,4,5.5,0.15,18.7
16893,2023-07-21,North,Furniture,Chair,3,182.67,0.1,493.21
16894,2023-07-21,East,Electronics,Headphones,5,443.09,0.1,1993.93
16895,2023-07-21,East,Furniture,Chair,1,201.62,0.0,201.62
16896,2023-07-21,North,Electronics,Smartphone,2,479.37,0.0,958.74
16897,2023-07-21,South,Furniture,Chair,5,178.84,0.15,760.05
16898,2023-07-21,West,Electronics,Smartphone,4,493.59,0.15,1678.19
16899,2023-07-21,West,Clothing,T-Shirt,4,36.14,0.05,137.35
16900,2023-07-21,North,Grocery,Rice,3,5.25,0.15,13.4
16901,2023-07-21,West,Electronics,Headphones,4,478.11,0.1,1721.19
16902,2023-07-21,West,Clothing,Jeans,3,40.64,0.0,121.91
16903,2023-07-21,North,Grocery,Bread,2,5.44,0.1,9.8
16904,2023-07-21,North,Clothing,T-Shirt,5,38.17,0.05,181.3
16905,2023-07-21,East,Grocery,Eggs,1,4.22,0.1,3.8
16906,2023-07-21,East,Furniture,Sofa,4,195.87,0.05,744.3
16907,2023-07-21,East,Furniture,Bookshelf,2,171.2,0.1,308.16
16908,2023-07-21,East,Electronics,Smartphone,3,414.8,0.0,1244.39
16909,2023-07-21,East,Grocery,Eggs,5,4.17,0.0,20.87
16910,2023-07-21,West,Clothing,T-Shirt,3,38.87,0.05,110.78
16911,2023-07-21,East,Grocery,Rice,5,5.19,0.05,24.64
16912,2023-07-21,East,Clothing,Dress,1,43.84,0.0,43.84
16913,2023-07-22,South,Clothing,Dress,3,41.04,0.15,104.66
16914,2023-07-22,East,Clothing,Jeans,3,39.09,0.15,99.68
16915,2023-07-22,North,Furniture,Table,3,231.04,0.15,589.15
16916,2023-07-22,North,Clothing,T-Shirt,2,43.64,0.0,87.29
16917,2023-07-22,East,Electronics,Headphones,4,406.72,0.0,1626.89
16918,2023-07-22,South,Clothing,Jacket,2,38.35,0.1,69.03
16919,2023-07-22,West,Grocery,Milk,2,4.55,0.15,7.73
16920,2023-07-22,East,Electronics,Smartphone,5,485.29,0.05,2305.14
16921,2023-07-22,North,Grocery,Rice,5,4.9,0.05,23.26
16922,2023-07-22,North,Clothing,Dress,3,36.29,0.05,103.43
16923,2023-07-22,North,Grocery,Eggs,3,5.49,0.1,14.83
16924,2023-07-22,East,Electronics,Headphones,1,581.6,0.0,581.6
16925,2023-07-22,West,Grocery,Bread,3,4.82,0.0,14.45
16926,2023-07-22,South,Clothing,Jacket,3,35.1,0.05,100.03
16927,2023-07-22,North,Electronics,Laptop,1,519.19,0.1,467.27
16928,2023-07-22,South,Clothing,Jacket,4,43.67,0.15,148.49
16929,2023-07-22,North,Electronics,Headphones,1,542.69,0.05,515.56
16930,2023-07-22,North,Electronics,Smartphone,4,400.86,0.1,1443.08
16931,2023-07-22,South,Grocery,Rice,4,5.93,0.1,21.36
16932,2023-07-22,South,Grocery,Bread,3,4.58,0.05,13.06
16933,2023-07-22,South,Clothing,Jeans,4,37.9,0.15,128.86
16934,2023-07-22,South,Electronics,Smartphone,1,466.46,0.1,419.81
16935,2023-07-22,West,Grocery,Eggs,2,5.47,0.05,10.39
16936,2023-07-22,West,Furniture,Chair,2,175.98,0.0,351.95
16937,2023-07-22,South,Electronics,Headphones,5,481.07,0.05,2285.08
16938,2023-07-22,South,Electronics,Smartphone,4,476.43,0.05,1810.43
16939,2023-07-22,South,Furniture,Sofa,5,214.86,0.1,966.87
16940,2023-07-22,North,Grocery,Bread,2,5.05,0.0,10.11
16941,2023-07-22,East,Grocery,Bread,1,5.0,0.0,5.0
16942,2023-07-22,North,Electronics,Smartphone,4,518.45,0.05,1970.1
16943,2023-07-22,West,Clothing,Dress,4,32.44,0.15,110.28
16944,2023-07-22,East,Electronics,Tablet,2,567.84,0.1,1022.11
16945,2023-07-22,East,Furniture,Table,2,171.82,0.0,343.64
16946,2023-07-22,South,Furniture,Chair,3,212.43,0.1,573.56
16947,2023-07-22,South,Grocery,Eggs,1,5.17,0.1,4.65
16948,2023-07-22,North,Clothing,Jeans,5,45.7,0.1,205.63
16949,2023-07-22,West,Clothing,Jeans,2,44.05,0.05,83.69
16950,2023-07-22,East,Clothing,Jacket,1,38.1,0.05,36.2
16951,2023-07-22,West,Electronics,Laptop,5,557.04,0.05,2645.92
16952,2023-07-22,South,Furniture,Sofa,5,229.03,0.15,973.36
16953,2023-07-22,East,Electronics,Laptop,1,553.87,0.0,553.87
16954,2023-07-22,West,Furniture,Bookshelf,2,194.64,0.15,330.89
16955,2023-07-22,East,Electronics,Laptop,4,474.4,0.05,1802.73
16956,2023-07-22,North,Grocery,Eggs,1,5.82,0.1,5.24
16957,2023-07-22,East,Electronics,Headphones,5,524.95,0.1,2362.26
16958,2023-07-22,South,Furniture,Sofa,3,222.64,0.15,567.72
16959,2023-07-22,North,Furniture,Chair,4,203.76,0.1,733.52
16960,2023-07-22,West,Grocery,Eggs,3,4.5,0.05,12.82
16961,2023-07-22,West,Clothing,Dress,2,40.63,0.15,69.08
16962,2023-07-22,South,Furniture,Chair,2,218.92,0.0,437.83
16963,2023-07-23,West,Clothing,T-Shirt,2,36.74,0.15,62.46
16964,2023-07-23,South,Furniture,Bookshelf,4,213.17,0.15,724.77
16965,2023-07-23,North,Clothing,Jacket,3,44.07,0.1,118.99
16966,2023-07-23,West,Furniture,Sofa,4,199.35,0.15,677.8
16967,2023-07-23,West,Clothing,Jacket,4,34.77,0.15,118.23
16968,2023-07-23,West,Electronics,Smartphone,5,420.98,0.05,1999.63
16969,2023-07-23,North,Grocery,Bread,4,5.4,0.05,20.52
16970,2023-07-23,East,Furniture,Sofa,5,182.43,0.05,866.54
16971,2023-07-23,East,Grocery,Rice,2,5.96,0.0,11.91
16972,2023-07-23,North,Furniture,Sofa,4,224.16,0.15,762.15
16973,2023-07-23,West,Grocery,Eggs,5,4.81,0.1,21.63
16974,2023-07-23,West,Clothing,Dress,2,34.66,0.15,58.92
16975,2023-07-23,South,Electronics,Headphones,3,428.66,0.05,1221.67
16976,2023-07-23,East,Electronics,Laptop,2,590.41,0.15,1003.69
16977,2023-07-23,South,Grocery,Eggs,1,5.44,0.0,5.44
16978,2023-07-23,North,Clothing,Jeans,4,47.37,0.05,180.0
16979,2023-07-23,South,Grocery,Bread,5,5.65,0.1,25.43
16980,2023-07-23,North,Electronics,Smartphone,2,534.41,0.15,908.49
16981,2023-07-23,East,Furniture,Chair,3,219.38,0.1,592.34
16982,2023-07-23,North,Clothing,Dress,4,43.86,0.15,149.13
16983,2023-07-23,East,Electronics,Laptop,4,531.44,0.0,2125.74
16984,2023-07-23,West,Clothing,Jacket,4,32.55,0.0,130.2
16985,2023-07-23,West,Grocery,Milk,1,4.01,0.05,3.81
16986,2023-07-23,South,Furniture,Sofa,5,175.21,0.15,744.64
16987,2023-07-23,North,Electronics,Tablet,2,556.41,0.0,1112.82
16988,2023-07-23,North,Grocery,Eggs,2,5.32,0.0,10.64
16989,2023-07-23,West,Grocery,Milk,2,4.8,0.0,9.6
16990,2023-07-23,North,Grocery,Milk,1,5.61,0.15,4.77
16991,2023-07-23,East,Clothing,T-Shirt,1,40.24,0.05,38.23
16992,2023-07-24,West,Furniture,Bookshelf,2,217.99,0.05,414.18
16993,2023-07-24,South,Furniture,Table,2,175.74,0.05,333.9
16994,2023-07-24,West,Electronics,Laptop,2,515.58,0.05,979.6
16995,2023-07-24,East,Grocery,Milk,4,4.89,0.1,17.61
16996,2023-07-24,East,Clothing,Jacket,4,44.92,0.1,161.71
16997,2023-07-24,East,Grocery,Eggs,5,5.51,0.05,26.18
16998,2023-07-24,South,Furniture,Sofa,1,177.88,0.05,168.99
16999,2023-07-24,East,Electronics,Laptop,5,479.74,0.15,2038.9
17000,2023-07-24,West,Clothing,Jeans,4,39.52,0.15,134.38
17001,2023-07-24,West,Electronics,Tablet,2,407.94,0.1,734.3
17002,2023-07-24,North,Electronics,Smartphone,3,529.41,0.0,1588.23
17003,2023-07-24,North,Grocery,Bread,3,5.38,0.1,14.53
17004,2023-07-24,South,Grocery,Eggs,3,4.88,0.15,12.46
17005,2023-07-24,West,Electronics,Laptop,5,490.18,0.0,2450.88
17006,2023-07-24,North,Electronics,Laptop,2,432.56,0.15,735.35
17007,2023-07-24,East,Furniture,Table,4,227.86,0.0,911.44
17008,2023-07-24,South,Grocery,Eggs,5,5.52,0.15,23.47
17009,2023-07-24,North,Clothing,Dress,2,36.18,0.1,65.12
17010,2023-07-24,South,Electronics,Tablet,3,565.36,0.0,1696.08
17011,2023-07-24,East,Clothing,Jacket,2,42.51,0.0,85.02
17012,2023-07-25,West,Electronics,Headphones,1,530.4,0.0,530.4
17013,2023-07-25,North,Furniture,Sofa,3,229.66,0.0,688.97
17014,2023-07-25,East,Electronics,Headphones,3,504.89,0.0,1514.66
17015,2023-07-25,South,Clothing,Dress,5,33.95,0.0,169.73
17016,2023-07-25,West,Grocery,Milk,1,4.72,0.05,4.48
17017,2023-07-25,North,Clothing,Dress,4,33.46,0.15,113.75
17018,2023-07-25,West,Furniture,Chair,4,196.74,0.0,786.95
17019,2023-07-25,South,Electronics,Smartphone,1,556.26,0.05,528.45
17020,2023-07-25,South,Furniture,Table,4,160.0,0.0,640.01
17021,2023-07-25,North,Grocery,Milk,5,4.96,0.15,21.08
17022,2023-07-25,North,Furniture,Table,3,176.33,0.05,502.54
17023,2023-07-25,West,Electronics,Headphones,5,539.18,0.15,2291.53
17024,2023-07-25,South,Furniture,Table,2,180.1,0.1,324.18
17025,2023-07-25,South,Electronics,Headphones,1,517.58,0.1,465.82
17026,2023-07-25,East,Electronics,Smartphone,4,469.98,0.15,1597.92
17027,2023-07-25,East,Furniture,Chair,3,174.41,0.05,497.08
17028,2023-07-25,South,Electronics,Laptop,4,526.21,0.0,2104.84
17029,2023-07-25,East,Electronics,Smartphone,3,459.18,0.05,1308.66
17030,2023-07-25,East,Grocery,Milk,3,4.09,0.15,10.42
17031,2023-07-25,East,Grocery,Rice,5,4.24,0.15,18.0
17032,2023-07-25,East,Clothing,T-Shirt,4,39.69,0.0,158.76
